metric,lens,percentile,elite90_flag,low15_flag,playbook_lens,stat_category,signal
ast,season,85.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,38.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,47.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,41.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,25.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,40.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,2.8,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,15.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,7.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,65.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,70.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,26.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,13.1,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,18.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,17.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,25.0,0,0,Contract/Valuation,Assists,Neutral
ast,season,85.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,17.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,16.0,0,0,Contract/Valuation,Assists,Neutral
ast,season,6.0,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,2.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,41.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,97.1,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,82.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,31.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,0.7,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,0.1,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,2.5,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,8.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,54.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,74.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,0.7,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,87.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,54.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,38.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,77.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,90.3,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,57.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,35.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,61.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,94.9,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,89.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,68.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,96.2,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,98.0,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,49.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,39.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,27.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,36.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,99.5,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,63.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,22.0,0,0,Contract/Valuation,Assists,Neutral
ast,season,40.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,75.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,86.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,93.8,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,92.3,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,19.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,15.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,30.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,43.0,0,0,Contract/Valuation,Assists,Neutral
ast,season,80.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,74.0,0,0,Contract/Valuation,Assists,Neutral
ast,season,58.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,48.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,85.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,46.0,0,0,Contract/Valuation,Assists,Neutral
ast,season,60.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,55.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,76.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,52.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,23.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,24.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,47.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,56.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,70.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,71.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,91.3,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,9.1,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,17.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,4.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,64.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,73.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,28.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,65.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,43.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,72.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,78.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,41.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,78.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,69.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,82.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,53.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,31.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,25.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,44.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,12.1,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,7.0,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,11.4,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,67.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,8.1,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,1.5,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,97.1,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,50.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,20.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,10.0,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,17.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,29.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,83.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,2.7,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,59.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,42.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,18.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,5.3,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,80.0,0,0,Contract/Valuation,Assists,Neutral
ast,season,45.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,12.7,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,34.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,66.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,82.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,3.9,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,10.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,47.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,33.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,16.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,21.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,59.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,66.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,26.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,6.3,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,15.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,84.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,62.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,93.0,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,1.0,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,3.4,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,51.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,13.4,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,29.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,25.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,2.1,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,37.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,84.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,79.5,0,0,Contract/Valuation,Assists,Neutral
ast,season,32.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,81.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,67.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,57.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,33.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,14.5,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,20.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,81.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,98.7,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,32.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,85.9,0,0,Contract/Valuation,Assists,Neutral
ast,season,28.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,13.8,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,7.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,70.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,23.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,26.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,32.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,8.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,64.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,14.2,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,5.7,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,50.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,34.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,37.2,0,0,Contract/Valuation,Assists,Neutral
ast,season,52.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,0.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,0.2,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,6.0,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,13.1,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,95.5,1,0,Contract/Valuation,Assists,ELITE (>=90th)
ast,season,33.8,0,0,Contract/Valuation,Assists,Neutral
ast,season,66.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,6.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,22.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,11.0,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,2.3,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,46.6,0,0,Contract/Valuation,Assists,Neutral
ast,season,0.3,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,18.3,0,0,Contract/Valuation,Assists,Neutral
ast,season,46.7,0,0,Contract/Valuation,Assists,Neutral
ast,season,10.9,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,3.1,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,0.4,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,9.6,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,32.4,0,0,Contract/Valuation,Assists,Neutral
ast,season,86.1,0,0,Contract/Valuation,Assists,Neutral
ast,season,24.0,0,0,Contract/Valuation,Assists,Neutral
ast,season,14.0,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,3.1,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,4.2,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
ast,season,0.5,0,1,Contract/Valuation,Assists,CONCERN (<=15th)
tov,season,53.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,96.4,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,11.3,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,50.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,72.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,59.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,84.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,70.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,37.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,47.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,31.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,90.2,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,65.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,41.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,34.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,57.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,82.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,18.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,29.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,77.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,16.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,44.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,76.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,13.2,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,74.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,92.3,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,63.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,81.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,56.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,24.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,68.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,28.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,85.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,33.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,95.1,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,31.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,80.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,1.6,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,38.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,79.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,10.1,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,47.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,87.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,19.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,20.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,35.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,21.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,6.2,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,97.6,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,4.8,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,9.0,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,67.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,61.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,91.3,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,89.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,0.5,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,39.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,7.5,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,93.4,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,49.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,99.2,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,26.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,73.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,3.4,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,43.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,71.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,45.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,23.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,14.1,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,42.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,54.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,36.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,15.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,17.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,85.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,22.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,94.3,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,2.4,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,51.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,27.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,4.1,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,48.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,26.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,60.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,25.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,54.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,77.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,58.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,8.1,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,88.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,63.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,42.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,66.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,71.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,80.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,62.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,5.5,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,52.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,21.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,30.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,64.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,55.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,24.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,12.2,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,68.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,18.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,14.6,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,2.9,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,98.6,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,86.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,60.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,6.9,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,67.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,98.3,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,66.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,51.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,40.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,32.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,51.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,93.9,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,61.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,9.5,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,99.7,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,1.0,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,45.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,64.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,12.5,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,86.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,69.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,8.5,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,6.7,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,54.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,98.8,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,71.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,36.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,22.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,30.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,98.1,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,88.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,87.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,99.6,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,99.9,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,64.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,63.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,99.2,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,27.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,84.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,25.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,96.7,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,8.1,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,66.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,83.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,16.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,57.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,29.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,44.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,46.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,90.9,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,81.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,75.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,73.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,37.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,13.0,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,47.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,89.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,6.0,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,78.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,31.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,50.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,19.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,53.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,22.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,61.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,4.2,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,20.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,92.1,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,68.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,26.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,42.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,59.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,30.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,77.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,55.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,33.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,60.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,95.5,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,38.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,34.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,15.0,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,72.1,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,48.6,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,76.4,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,74.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,24.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,39.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,88.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,85.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,2.7,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,41.7,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,70.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,64.8,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,58.0,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,7.0,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,93.2,1,0,Contract/Valuation,Turnovers,ELITE (>=90th)
tov,season,0.4,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,87.9,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,79.5,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,11.6,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,71.3,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,1.9,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,13.9,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,1.2,0,1,Contract/Valuation,Turnovers,CONCERN (<=15th)
tov,season,59.2,0,0,Contract/Valuation,Turnovers,Neutral
tov,season,55.0,0,0,Contract/Valuation,Turnovers,Neutral
